epoch_ms,iso,cpu_seconds_total,rss_bytes,rss_mb,eventloop_lag_seconds
1782490478318,2026-06-26T16:14:38.318Z,1.2350000000000003,56430592,53.82,0.0025272
1782490479244,2026-06-26T16:14:39.244Z,1.2660000000000002,55877632,53.29,0.0018102
1782490480256,2026-06-26T16:14:40.256Z,1.3440000000000003,60010496,57.23,0.0032317
1782490481264,2026-06-26T16:14:41.264Z,1.3600000000000003,59121664,56.38,0.0030597
1782490482281,2026-06-26T16:14:42.281Z,1.4540000000000004,62140416,59.26,0.0033122
1782490483285,2026-06-26T16:14:43.285Z,1.4540000000000004,62214144,59.33,0.0038162
1782490484290,2026-06-26T16:14:44.290Z,1.5940000000000003,67014656,63.91,0.0032633
1782490485306,2026-06-26T16:14:45.306Z,1.6250000000000002,66953216,63.85,0.003234
1782490486312,2026-06-26T16:14:46.312Z,1.6720000000000002,67588096,64.46,0.0030571
1782490487319,2026-06-26T16:14:47.319Z,1.7820000000000003,69554176,66.33,0.0030969
1782490488322,2026-06-26T16:14:48.322Z,1.7980000000000003,69795840,66.56,0.0031095
1782490489323,2026-06-26T16:14:49.323Z,1.8290000000000002,69431296,66.21,0.0030339
1782490490328,2026-06-26T16:14:50.328Z,1.9070000000000003,70324224,67.07,0.0024645
1782490491337,2026-06-26T16:14:51.337Z,1.9070000000000003,70348800,67.09,0.0031441
1782490492336,2026-06-26T16:14:52.336Z,1.9230000000000003,70225920,66.97,0.0031765
1782490493349,2026-06-26T16:14:53.349Z,1.9390000000000003,69550080,66.33,0.0029809
1782490494348,2026-06-26T16:14:54.348Z,1.9540000000000002,69570560,66.35,0.0029464
1782490495352,2026-06-26T16:14:55.352Z,1.9540000000000002,69169152,65.96,0.0024205
1782490496366,2026-06-26T16:14:56.366Z,1.9700000000000002,68337664,65.17,0.0033551
1782490497375,2026-06-26T16:14:57.375Z,2.0010000000000003,68358144,65.19,0.0029506
1782490498388,2026-06-26T16:14:58.388Z,2.0170000000000003,68358144,65.19,0.0028878
1782490499400,2026-06-26T16:14:59.400Z,2.0480000000000005,68448256,65.28,0.0032562
1782490500410,2026-06-26T16:15:00.410Z,2.0480000000000005,60325888,57.53,0.0029145
1782490501421,2026-06-26T16:15:01.421Z,2.0640000000000005,60350464,57.55,0.0029538
1782490502433,2026-06-26T16:15:02.433Z,2.1570000000000005,59842560,57.07,0.0029124
1782490503445,2026-06-26T16:15:03.445Z,2.1720000000000006,60297216,57.50,0.0032971
1782490504458,2026-06-26T16:15:04.458Z,2.2190000000000007,63844352,60.89,0.0029499
1782490505464,2026-06-26T16:15:05.464Z,2.266000000000001,62509056,59.61,0.0030345
1782490506478,2026-06-26T16:15:06.478Z,2.282000000000001,62529536,59.63,0.0029511
1782490507485,2026-06-26T16:15:07.485Z,2.313000000000001,64557056,61.57,0.002941
1782490508491,2026-06-26T16:15:08.491Z,2.345000000000001,65495040,62.46,0.003019
1782490509505,2026-06-26T16:15:09.505Z,2.360000000000001,65769472,62.72,0.0030418
1782490510507,2026-06-26T16:15:10.507Z,2.470000000000001,66600960,63.52,0.0030355
1782490511509,2026-06-26T16:15:11.509Z,2.5010000000000012,67514368,64.39,0.001686
1782490512510,2026-06-26T16:15:12.510Z,2.5170000000000012,67547136,64.42,0.0029237
1782490513520,2026-06-26T16:15:13.520Z,2.5480000000000014,67555328,64.43,0.0024195
1782490514524,2026-06-26T16:15:14.524Z,2.5790000000000015,67731456,64.59,0.0029141
1782490515527,2026-06-26T16:15:15.527Z,2.5790000000000015,67731456,64.59,0.0015977
1782490516528,2026-06-26T16:15:16.528Z,2.6260000000000017,68591616,65.41,0.0015756
1782490517528,2026-06-26T16:15:17.528Z,2.6420000000000017,70803456,67.52,0.0018895
1782490518530,2026-06-26T16:15:18.530Z,2.6720000000000015,70889472,67.61,0.0017288
1782490519530,2026-06-26T16:15:19.530Z,2.6880000000000015,72122368,68.78,0.0031534
1782490520537,2026-06-26T16:15:20.537Z,2.6880000000000015,72142848,68.80,0.0030153
1782490521538,2026-06-26T16:15:21.538Z,2.7350000000000017,72540160,69.18,0.0030557
1782490522539,2026-06-26T16:15:22.539Z,2.782000000000002,72560640,69.20,0.0016445
1782490523542,2026-06-26T16:15:23.542Z,2.829000000000002,71389184,68.08,0.003048
1782490524554,2026-06-26T16:15:24.554Z,2.939000000000002,70467584,67.20,0.0017043
1782490525555,2026-06-26T16:15:25.555Z,2.970000000000002,72007680,68.67,0.0017511
1782490526570,2026-06-26T16:15:26.570Z,2.985000000000002,73015296,69.63,0.0016437
1782490527577,2026-06-26T16:15:27.577Z,3.017000000000002,71376896,68.07,0.002
1782490528578,2026-06-26T16:15:28.578Z,3.0320000000000022,72671232,69.30,0.0017641
1782490529582,2026-06-26T16:15:29.582Z,3.0950000000000024,72773632,69.40,0.0022114
1782490530590,2026-06-26T16:15:30.590Z,3.1260000000000026,71036928,67.75,0.0025325
1782490531605,2026-06-26T16:15:31.605Z,3.1560000000000024,69832704,66.60,0.003277
1782490532617,2026-06-26T16:15:32.617Z,3.1720000000000024,71450624,68.14,0.00246
1782490533620,2026-06-26T16:15:33.620Z,3.2350000000000025,72138752,68.80,0.0029359
1782490534632,2026-06-26T16:15:34.632Z,3.2820000000000027,72146944,68.80,0.0024496
1782490535640,2026-06-26T16:15:35.640Z,3.329000000000003,74440704,70.99,0.0016361
1782490536644,2026-06-26T16:15:36.644Z,3.344000000000003,77144064,73.57,0.0016773
1782490537649,2026-06-26T16:15:37.649Z,3.360000000000003,77398016,73.81,0.0030234
1782490538656,2026-06-26T16:15:38.656Z,3.485000000000003,72675328,69.31,0.0030394
1782490539669,2026-06-26T16:15:39.669Z,3.517000000000003,75808768,72.30,0.0014722
1782490540684,2026-06-26T16:15:40.684Z,3.517000000000003,75808768,72.30,0.0016116
1782490541686,2026-06-26T16:15:41.686Z,3.517000000000003,75808768,72.30,0.0029977
1782490542686,2026-06-26T16:15:42.686Z,3.532000000000003,75808768,72.30,0.0029649
