epoch_ms,iso,cpu_seconds_total,rss_bytes,rss_mb,eventloop_lag_seconds
1782491297749,2026-06-26T16:28:17.749Z,1.329,55164928,52.61,0
1782491298680,2026-06-26T16:28:18.680Z,1.329,55578624,53.00,0.0052095
1782491299693,2026-06-26T16:28:19.693Z,1.4849999999999999,62427136,59.54,0.0043131
1782491300696,2026-06-26T16:28:20.696Z,1.4849999999999999,59777024,57.01,0.0058648
1782491301697,2026-06-26T16:28:21.697Z,1.4849999999999999,59801600,57.03,0.0042029
1782491302699,2026-06-26T16:28:22.699Z,1.4849999999999999,59817984,57.05,0.0039849
1782491303701,2026-06-26T16:28:23.701Z,1.4849999999999999,60096512,57.31,0.0049943
1782491304705,2026-06-26T16:28:24.705Z,1.4849999999999999,60440576,57.64,0.0022558
1782491305705,2026-06-26T16:28:25.705Z,1.4999999999999998,59428864,56.68,0.0023961
1782491306716,2026-06-26T16:28:26.716Z,1.5159999999999998,59777024,57.01,0.0032461
1782491307722,2026-06-26T16:28:27.722Z,1.5319999999999998,59781120,57.01,0.0036942
1782491308734,2026-06-26T16:28:28.734Z,1.5479999999999998,59781120,57.01,0.0036913
1782491309746,2026-06-26T16:28:29.746Z,1.5949999999999998,59219968,56.48,0.0044429
1782491310760,2026-06-26T16:28:30.760Z,1.6099999999999997,59244544,56.50,0.0041975
1782491311769,2026-06-26T16:28:31.769Z,1.6259999999999997,59125760,56.39,0.0045259
1782491312778,2026-06-26T16:28:32.778Z,1.6569999999999996,58888192,56.16,0.0048822
1782491313779,2026-06-26T16:28:33.779Z,1.6569999999999996,58322944,55.62,0.0053035
1782491314791,2026-06-26T16:28:34.791Z,1.6569999999999996,58572800,55.86,0.0037977
1782491315794,2026-06-26T16:28:35.794Z,1.6729999999999996,59121664,56.38,0.004501
1782491316804,2026-06-26T16:28:36.804Z,1.7039999999999995,58572800,55.86,0.0033241
