epoch_ms,iso,cpu_seconds_total,rss_bytes,rss_mb,eventloop_lag_seconds
1782490828382,2026-06-26T16:20:28.382Z,8.546999999999999,99905536,95.28,0.0021721
1782490829306,2026-06-26T16:20:29.306Z,8.546999999999999,99921920,95.29,0.001583
1782490830335,2026-06-26T16:20:30.335Z,8.812999999999999,64110592,61.14,0.0016761
1782490831323,2026-06-26T16:20:31.323Z,9.501,75698176,72.19,0.0017728
1782490832323,2026-06-26T16:20:32.323Z,9.61,81620992,77.84,0.0018922
1782490833322,2026-06-26T16:20:33.322Z,10.078,101486592,96.79,0.001751
1782490834338,2026-06-26T16:20:34.338Z,10.266,100102144,95.46,0.002196
1782490835362,2026-06-26T16:20:35.362Z,10.392,104538112,99.70,0.0033105
1782490836361,2026-06-26T16:20:36.361Z,10.423,106160128,101.24,0.0013706
1782490837369,2026-06-26T16:20:37.369Z,10.5,100954112,96.28,0.0032085
1782490838376,2026-06-26T16:20:38.376Z,10.61,102899712,98.13,0.0030725
1782490839381,2026-06-26T16:20:39.381Z,10.687999999999999,96858112,92.37,0.0029827
1782490840396,2026-06-26T16:20:40.396Z,10.765999999999998,95506432,91.08,0.001938
1782490841403,2026-06-26T16:20:41.403Z,10.765999999999998,91824128,87.57,0.0029947
1782490842415,2026-06-26T16:20:42.415Z,10.781999999999998,93900800,89.55,0.0030148
1782490843430,2026-06-26T16:20:43.430Z,10.844999999999999,92798976,88.50,0.0020082
1782490844442,2026-06-26T16:20:44.442Z,10.892,91930624,87.67,0.0023864
1782490845447,2026-06-26T16:20:45.447Z,10.937999999999999,83832832,79.95,0.0023724
1782490846446,2026-06-26T16:20:46.446Z,11.001,85479424,81.52,0.0029944
1782490847461,2026-06-26T16:20:47.461Z,11.001,85635072,81.67,0.0015795
1782490848470,2026-06-26T16:20:48.470Z,11.062999999999999,85577728,81.61,0.0029858
1782490849484,2026-06-26T16:20:49.484Z,11.11,85585920,81.62,0.0028385
1782490850492,2026-06-26T16:20:50.492Z,11.126,87633920,83.57,0.0028715
1782490851496,2026-06-26T16:20:51.496Z,11.157,82206720,78.40,0.0015761
1782490852507,2026-06-26T16:20:52.507Z,11.157,82292736,78.48,0.0015761
1782490853519,2026-06-26T16:20:53.519Z,11.204,82468864,78.65,0.0030792
1782490854523,2026-06-26T16:20:54.523Z,11.251000000000001,82477056,78.66,0.0015511
1782490855531,2026-06-26T16:20:55.531Z,11.329,84111360,80.21,0.0015818
1782490856544,2026-06-26T16:20:56.544Z,11.360000000000001,83193856,79.34,0.0017115
1782490857557,2026-06-26T16:20:57.557Z,11.438,86966272,82.94,0.0016195
1782490858565,2026-06-26T16:20:58.565Z,11.548,85147648,81.20,0.0015323
1782490859577,2026-06-26T16:20:59.577Z,11.563,86384640,82.38,0.0024719
1782490860596,2026-06-26T16:21:00.596Z,11.688,98979840,94.39,0.0022994
1782490861597,2026-06-26T16:21:01.597Z,11.751000000000001,93511680,89.18,0.0021749
1782490862602,2026-06-26T16:21:02.602Z,11.767000000000001,95109120,90.70,0.0012858
1782490863612,2026-06-26T16:21:03.612Z,11.782000000000002,95109120,90.70,0.002758
1782490864632,2026-06-26T16:21:04.632Z,11.813000000000002,95109120,90.70,0.0023784
1782490865628,2026-06-26T16:21:05.628Z,11.845000000000002,96415744,91.95,0.0052208
1782490866633,2026-06-26T16:21:06.633Z,11.860000000000003,95907840,91.46,0.0016266
1782490867647,2026-06-26T16:21:07.647Z,11.907000000000004,99069952,94.48,0.0019453
1782490868653,2026-06-26T16:21:08.653Z,11.985000000000003,99151872,94.56,0.0017737
1782490869651,2026-06-26T16:21:09.651Z,12.001000000000003,94552064,90.17,0.0022229
1782490870658,2026-06-26T16:21:10.658Z,12.032000000000004,94572544,90.19,0.0016459
1782490871663,2026-06-26T16:21:11.663Z,12.048000000000004,96215040,91.76,0.0016456
1782490872667,2026-06-26T16:21:12.667Z,12.125000000000004,102522880,97.77,0.0025777
1782490873677,2026-06-26T16:21:13.677Z,12.219000000000003,107225088,102.26,0.001694
1782490874682,2026-06-26T16:21:14.682Z,12.219000000000003,107229184,102.26,0.0030788
1782490875695,2026-06-26T16:21:15.695Z,12.235000000000003,107229184,102.26,0.0016992
