epoch_ms,iso,cpu_seconds_total,rss_bytes,rss_mb,eventloop_lag_seconds
1782491394417,2026-06-26T16:29:54.417Z,2.1259999999999994,59211776,56.47,0.0032001
1782491395349,2026-06-26T16:29:55.349Z,2.1419999999999995,58769408,56.05,0.0016475
1782491396363,2026-06-26T16:29:56.363Z,2.1419999999999995,59101184,56.36,0.0031715
1782491397379,2026-06-26T16:29:57.379Z,2.1729999999999996,59101184,56.36,0.0034885
1782491398395,2026-06-26T16:29:58.395Z,2.2039999999999997,59371520,56.62,0.003312
1782491399394,2026-06-26T16:29:59.394Z,2.2819999999999996,63385600,60.45,0.0044762
1782491400405,2026-06-26T16:30:00.405Z,2.2819999999999996,63008768,60.09,0.0021553
1782491401414,2026-06-26T16:30:01.414Z,2.2979999999999996,63184896,60.26,0.0034096
1782491402420,2026-06-26T16:30:02.420Z,2.4069999999999996,68100096,64.95,0.0030122
1782491403420,2026-06-26T16:30:03.420Z,2.4069999999999996,68128768,64.97,0.0033613
1782491404424,2026-06-26T16:30:04.424Z,2.4219999999999997,68153344,65.00,0.00173
1782491405430,2026-06-26T16:30:05.430Z,2.5319999999999996,72585216,69.22,0.0018789
1782491406443,2026-06-26T16:30:06.443Z,2.5319999999999996,72642560,69.28,0.0017794
1782491407447,2026-06-26T16:30:07.447Z,2.7039999999999997,78434304,74.80,0.0025188
1782491408455,2026-06-26T16:30:08.455Z,2.719,75591680,72.09,0.0027211
1782491409467,2026-06-26T16:30:09.467Z,2.719,75616256,72.11,0.0030216
1782491410475,2026-06-26T16:30:10.475Z,2.782,78491648,74.86,0.0032917
1782491411486,2026-06-26T16:30:11.486Z,2.798,78516224,74.88,0.0017603
1782491412499,2026-06-26T16:30:12.499Z,2.798,77504512,73.91,0.003005
1782491413513,2026-06-26T16:30:13.513Z,2.813,77533184,73.94,0.0016149
