epoch_ms,iso,cpu_seconds_total,rss_bytes,rss_mb,eventloop_lag_seconds
1782488876665,2026-06-26T15:47:56.665Z,21.999000000000002,59871232,57.10,0.0017767
1782488877579,2026-06-26T15:47:57.579Z,22.031000000000002,60239872,57.45,0.0030856
1782488888657,2026-06-26T15:48:08.657Z,35.07800000000001,295366656,281.68,0.2720175
1782488888658,2026-06-26T15:48:08.658Z,35.07800000000001,295370752,281.69,0.2720175
1782488888752,2026-06-26T15:48:08.752Z,35.17200000000001,294301696,280.67,0.0905576
1782488889695,2026-06-26T15:48:09.695Z,35.18700000000001,294338560,280.70,0.0013287
1782488890704,2026-06-26T15:48:10.704Z,35.18700000000001,291483648,277.98,0.003041
1782488891713,2026-06-26T15:48:11.713Z,35.20300000000001,285433856,272.21,0.0030494
1782488892717,2026-06-26T15:48:12.717Z,35.20300000000001,280420352,267.43,0.0030277
1782488893719,2026-06-26T15:48:13.719Z,35.20300000000001,276496384,263.69,0.0025215
1782488894735,2026-06-26T15:48:14.735Z,35.20300000000001,272621568,259.99,0.001833
1782488895737,2026-06-26T15:48:15.737Z,35.20300000000001,270610432,258.07,0.0029909
