epoch_ms,iso,cpu_seconds_total,rss_bytes,rss_mb,eventloop_lag_seconds
1782485670871,2026-06-26T14:54:30.871Z,580.251,1200218112,1144.62,0.0104597
1782485671712,2026-06-26T14:54:31.712Z,581.173,1204207616,1148.42,0.0032739
1782485672728,2026-06-26T14:54:32.728Z,582.188,1211797504,1155.66,0.0051155
1782485673739,2026-06-26T14:54:33.739Z,583.157,1216327680,1159.98,0.0031164
1782485674764,2026-06-26T14:54:34.764Z,584.907,1222242304,1165.62,0.0037218
1782485675767,2026-06-26T14:54:35.767Z,586.313,482906112,460.54,0.0088234
1782485676780,2026-06-26T14:54:36.780Z,587.329,482906112,460.54,0.0040529
1782485677792,2026-06-26T14:54:37.792Z,588.376,482906112,460.54,0.0061132
1782485678805,2026-06-26T14:54:38.805Z,589.391,482906112,460.54,0.0032098
1782485679805,2026-06-26T14:54:39.805Z,590.36,482906112,460.54,0.0032205
1782485680815,2026-06-26T14:54:40.815Z,591.563,483987456,461.57,0.0029082
1782485681827,2026-06-26T14:54:41.827Z,592.579,483987456,461.57,0.0036768
1782485682840,2026-06-26T14:54:42.840Z,593.6569999999999,483987456,461.57,0.0040446
1782485683853,2026-06-26T14:54:43.853Z,594.656,483987456,461.57,0.0036507
1782485684869,2026-06-26T14:54:44.869Z,595.6719999999999,483987456,461.57,0.0036353
1782485685879,2026-06-26T14:54:45.879Z,596.7349999999999,485003264,462.54,0.0031525
1782485686890,2026-06-26T14:54:46.890Z,597.7509999999999,485003264,462.54,0.0047193
1782485687902,2026-06-26T14:54:47.902Z,598.8129999999999,485003264,462.54,0.0031588
1782485688915,2026-06-26T14:54:48.915Z,599.8289999999998,485003264,462.54,0.0030359
1782485689942,2026-06-26T14:54:49.942Z,600.8289999999998,486014976,463.50,0.003464
1782485690939,2026-06-26T14:54:50.939Z,601.8289999999998,486014976,463.50,0.0025695
1782485691950,2026-06-26T14:54:51.950Z,602.9689999999998,486014976,463.50,0.0037846
1782485692962,2026-06-26T14:54:52.962Z,604.0629999999999,486023168,463.51,0.0024211
1782485693973,2026-06-26T14:54:53.973Z,605.0789999999998,486555648,464.02,0.0034068
1782485696117,2026-06-26T14:54:56.117Z,609.9689999999998,546201600,520.90,0.0080222
1782485697008,2026-06-26T14:54:57.008Z,610.8919999999998,556142592,530.38,0.0092333
1782485698017,2026-06-26T14:54:58.017Z,611.9069999999998,562008064,535.97,0.0048283
1782485699031,2026-06-26T14:54:59.031Z,612.9849999999998,566046720,539.82,0.0069278
1782485700035,2026-06-26T14:55:00.035Z,614.0479999999998,571990016,545.49,0.00245
1782485701047,2026-06-26T14:55:01.047Z,615.1259999999997,575889408,549.21,0.0062553
1782485702044,2026-06-26T14:55:02.044Z,616.1249999999998,579940352,553.07,0.0070999
1782485703064,2026-06-26T14:55:03.064Z,617.1099999999998,586887168,559.70,0.0035687
1782485704077,2026-06-26T14:55:04.077Z,618.0939999999998,590499840,563.14,0.0036412
1782485705088,2026-06-26T14:55:05.088Z,619.1099999999998,596369408,568.74,0.0061942
1782485706103,2026-06-26T14:55:06.103Z,620.1259999999997,600395776,572.58,0.0049861
1782485707107,2026-06-26T14:55:07.107Z,621.1259999999997,606486528,578.39,0.0037319
1782485708126,2026-06-26T14:55:08.126Z,622.1889999999997,612315136,583.95,0.0033542
